date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:51:18	10449/10449	---M--	200	added ('OK')	image/png	etag:%2228d1-62b4649c-d8437f5b638e86a2;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/6.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/6.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:18	8990/8990	---M--	200	added ('OK')	image/png	etag:%22231e-62b4649e-be2f204772f2cd49;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/7.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/7.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:19	10688/10688	---M--	200	added ('OK')	image/png	etag:%2229c0-62b4649e-48509eefae7cedb6;;;%22	https://andit.co/projects/html/and-tour/assets/img/partner/8.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/partner/8.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:19	1779/1779	---M--	200	added ('OK')	image/png	etag:%226f3-62b46431-def359cdd4d8c1dc;;;%22	https://andit.co/projects/html/and-tour/assets/img/common/email.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/common/email.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:19	34909/34909	---M-Z	200	added ('OK')	text/html	etag:%22885d-62b463c5-ca2cc4f612672465;gz%22	https://andit.co/projects/html/and-tour/terms-service.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/terms-service.html	(from https://andit.co/projects/html/and-tour/index.html)
11:51:23	93942/93942	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2006:21:23%20GMT	https://andit.co/projects/html/and-tour/faq.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/faq.html	(from https://andit.co/projects/html/and-tour/index.html)
11:51:25	4584/4584	---M--	200	added ('OK')	image/png	etag:%2211e8-62b4642e-59413a3e7f25552c;;;%22	https://andit.co/projects/html/and-tour/assets/img/common/cards.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/common/cards.png	(from https://andit.co/projects/html/and-tour/index.html)
11:51:25	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:%2215d9d-62b463f2-4a49720d9486aee2;gz%22	https://andit.co/projects/html/and-tour/assets/js/jquery-3.6.0.min.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/jquery-3.6.0.min.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:29	4490/4490	---M-Z	200	added ('OK')	application/javascript	etag:%22118a-62b463f3-3b62cf33ae1d2ee4;gz%22	https://andit.co/projects/html/and-tour/assets/js/jquery.meanmenu.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/jquery.meanmenu.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:29	207948/207948	---M-Z	200	added ('OK')	application/javascript	etag:%2232c4c-62b463ef-9e3a126f48a0a53f;gz%22	https://andit.co/projects/html/and-tour/assets/js/bootstrap.bundle.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/bootstrap.bundle.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:30	44342/44342	---M-Z	200	added ('OK')	application/javascript	etag:%22ad36-62b463f7-9d90cd8c6c756fad;gz%22	https://andit.co/projects/html/and-tour/assets/js/owl.carousel.min.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/owl.carousel.min.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:30	8155/8155	---M-Z	200	added ('OK')	application/javascript	etag:%221fdb-62b463fd-1850da2a267c0f54;gz%22	https://andit.co/projects/html/and-tour/assets/js/wow.min.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/wow.min.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:32	3908/3908	---M-Z	200	added ('OK')	application/javascript	etag:%22f44-62b463ef-e8cedd3df957c8c2;gz%22	https://andit.co/projects/html/and-tour/assets/js/custom.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/custom.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:33	10587/10587	---M-Z	200	added ('OK')	application/javascript	etag:%22295b-62b463ee-8e8bf516515ed9af;gz%22	https://andit.co/projects/html/and-tour/assets/js/add-form.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/add-form.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:34	2182/2182	---M-Z	200	added ('OK')	application/javascript	etag:%22886-62b463f0-2cd9265e0ea1498a;gz%22	https://andit.co/projects/html/and-tour/assets/js/form-dropdown.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/form-dropdown.js	(from https://andit.co/projects/html/and-tour/index.html)
11:51:36	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221eddc-62b46403-213248acfab6137a;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.eot	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:36	126428/126428	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221eddc-62b4640a-20d84887f7ff9895;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400d41d.eot?	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400d41dd41d.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:39	69608/69608	---M--	200	added ('OK')	font/woff2	etag:%2210fe8-62b46407-cec7ebaf02dba1c8;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.woff2	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.woff2	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:40	81612/81612	---M--	200	added ('OK')	application/x-font-woff	etag:%2213ecc-62b46408-b63367a1d6f861f9;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.woff	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.woff	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:40	126192/126192	---M--	200	added ('OK')	application/x-font-ttf	etag:%221ecf0-62b46405-1f6f30d1c346853;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.ttf	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.ttf	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:41	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e0c-62b4640a-34967df0ba4152d;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.eot	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:42	40460/40460	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%229e0c-62b46410-58ad5d70f312171d;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400d41d.eot?	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400d41dd41d.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:42	713576/713576	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ae368-62b46404-8750c5b2e46c0c4c;gz%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.svg	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-brands-400.svg	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:43	14844/14844	---M--	200	added ('OK')	font/woff2	etag:%2239fc-62b4640e-371446c3dd0f2dba;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.woff2	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.woff2	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:44	18112/18112	---M--	200	added ('OK')	application/x-font-woff	etag:%2246c0-62b4640d-9d5c10b6cec8570d;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.woff	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.woff	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:44	40232/40232	---M--	200	added ('OK')	application/x-font-ttf	etag:%229d28-62b4640c-d5747adf9aa3b9e1;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.ttf	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.ttf	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:45	140249/140249	---M-Z	200	added ('OK')	image/svg+xml	etag:%22223d9-62b4640d-1aae90efbd0f19a5;gz%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.svg	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-regular-400.svg	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:45	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230234-62b46414-31c37a72bec6176a;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.eot	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:46	197172/197172	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230234-62b4641a-cb74d8957d2efb7c;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900d41d.eot?	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900d41dd41d.eot	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:46	95436/95436	---M--	200	added ('OK')	application/x-font-woff	etag:%22174cc-62b46416-2ae6ec1b7b3f43e;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.woff	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.woff	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:46	73852/73852	---M--	200	added ('OK')	font/woff2	etag:%221207c-62b46419-74c08780bd387d30;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.woff2	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.woff2	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:46	196952/196952	---M--	200	added ('OK')	application/x-font-ttf	etag:%2230158-62b46418-820fc337dd5ebaa3;;;%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.ttf	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.ttf	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:47	746673/746673	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b64b1-62b46414-5c926a2b7d59e3df;gz%22	https://andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.svg	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/webfonts/fa-solid-900.svg	(from https://andit.co/projects/html/and-tour/assets/css/fontawesome.all.min.css)
11:51:47	102380/102380	---M--	200	added ('OK')	font/woff2	etag:W/%2218fec-cpdRtpq9wNvdHfhH3KoE//US1Jo%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-icons.woff2?08efbba7c53d8c5413793eecb19b20bb	E:/hawkscodework/andtourwebsite/cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-iconse8a7.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/bootstrap-icons.css)
11:51:47	137216/137216	---M--	200	added ('OK')	font/woff	etag:W/%2221800-1YaJSaIbcCt4TNQ0N88A811RThI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-icons.woff?08efbba7c53d8c5413793eecb19b20bb	E:/hawkscodework/andtourwebsite/cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/fonts/bootstrap-iconse8a7.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.8.2/font/bootstrap-icons.css)
11:51:48	94330/94330	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Jul%202022%2006:21:48%20GMT	https://andit.co/projects/html/and-tour/assets/css/owl.video.play.html	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/css/owl.video.play.html	(from https://andit.co/projects/html/and-tour/assets/css/owl.carousel.min.css)
11:51:50	514196/514196	---M--	200	added ('OK')	image/png	etag:%227d894-62b46427-45d8be04c42c3e22;;;%22	https://andit.co/projects/html/and-tour/assets/img/banner/bg.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/banner/bg.png	(from https://andit.co/projects/html/and-tour/assets/css/style.css)
11:51:51	346938/346938	---M--	200	added ('OK')	image/png	etag:%2254b3a-62b46431-6b98a6520eec945a;;;%22	https://andit.co/projects/html/and-tour/assets/img/common/counter_bg.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/common/counter_bg.png	(from https://andit.co/projects/html/and-tour/assets/css/style.css)
11:51:51	287117/287117	---M--	200	added ('OK')	image/png	etag:%224618d-62b46428-d7b5aeff2734b3c5;;;%22	https://andit.co/projects/html/and-tour/assets/img/banner/common-banner.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/banner/common-banner.png	(from https://andit.co/projects/html/and-tour/assets/css/style.css)
11:51:51	1717/1717	---M--	200	added ('OK')	image/png	etag:%226b5-62b4646b-c811f8b263e7db01;;;%22	https://andit.co/projects/html/and-tour/assets/img/icon/plane-right-blue.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/icon/plane-right-blue.png	(from https://andit.co/projects/html/and-tour/assets/css/style.css)
11:51:51	1276/1276	---M-Z	200	added ('OK')	text/css	etag:%224fc-62b463e6-2696c56d44bffbb3;gz%22	https://andit.co/projects/html/and-tour/assets/css/slick.min.css	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/css/slick.min.css	(from https://andit.co/projects/html/and-tour/login.html)
11:51:53	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%22c49-62a9bc39-76624cd9874f4ce3;gz%22	https://andit.co/projects/html/and-tour/assets/css/slick-theme.css	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/css/slick-theme.css	(from https://andit.co/projects/html/and-tour/login.html)
11:51:53	5106/5106	---M-Z	200	added ('OK')	text/css	etag:%2213f2-62b463e1-bdf389b77ad9ae23;gz%22	https://andit.co/projects/html/and-tour/assets/css/nouislider.css	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/css/nouislider.css	(from https://andit.co/projects/html/and-tour/login.html)
11:51:53	1266/1266	---M--	200	added ('OK')	image/png	etag:%224f2-62b46464-78322e7c843df8d5;;;%22	https://andit.co/projects/html/and-tour/assets/img/icon/google.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/icon/google.png	(from https://andit.co/projects/html/and-tour/register.html)
11:51:54	1035/1035	---M--	200	added ('OK')	image/png	etag:%2240b-62b46469-35b888fe6398dde2;;;%22	https://andit.co/projects/html/and-tour/assets/img/icon/facebook.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/icon/facebook.png	(from https://andit.co/projects/html/and-tour/register.html)
11:51:54	1159/1159	---M--	200	added ('OK')	image/png	etag:%22487-62b4646e-236e52fac2467268;;;%22	https://andit.co/projects/html/and-tour/assets/img/icon/twitter.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/icon/twitter.png	(from https://andit.co/projects/html/and-tour/register.html)
11:51:55	23373/23373	---M-Z	200	added ('OK')	application/javascript	etag:%225b4d-62b463f5-fc8a182aa32a87a1;gz%22	https://andit.co/projects/html/and-tour/assets/js/nouislider.min.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/nouislider.min.js	(from https://andit.co/projects/html/and-tour/tour-search.html)
11:51:55	8785/8785	---M-Z	200	added ('OK')	application/javascript	etag:%222251-62b463fc-4ca9b18fc2b4cf35;gz%22	https://andit.co/projects/html/and-tour/assets/js/wNumb.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/wNumb.js	(from https://andit.co/projects/html/and-tour/tour-search.html)
11:51:55	2299/2299	---M-Z	200	added ('OK')	text/css	etag:%228fb-62b463e6-52cf04d38abfe930;gz%22	https://andit.co/projects/html/and-tour/assets/css/slick-theme.min.css	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/css/slick-theme.min.css	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:51:57	239432/239432	---M--	200	added ('OK')	image/png	etag:%223a748-62b464bf-1872df1880a1cc51;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:00	237167/237167	---M--	200	added ('OK')	image/png	etag:%2239e6f-62b464be-ded21758d617cc39;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img2.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:01	291642/291642	---M--	200	added ('OK')	image/png	etag:%224733a-62b464c2-9867dcf5f9acd853;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img4.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:02	274564/274564	---M--	200	added ('OK')	image/png	etag:%2243084-62b464c0-bfc96d71773b650;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img3.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:03	237325/237325	---M--	200	added ('OK')	image/png	etag:%2239f0d-62b464c3-f34e9f0f6fec5ee5;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img5.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:04	846351/846351	---M--	200	added ('OK')	image/png	etag:%22cea0f-62b464c7-16f33a217e47a85e;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img7.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img7.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:04	767174/767174	---M--	200	added ('OK')	image/png	etag:%22bb4c6-62b464c9-5dd8a332887b4964;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/big-img6.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/big-img6.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:04	13743/13743	---M--	200	added ('OK')	image/png	etag:%2235af-62b464c9-6080cb5c93d4def4;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small1-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small1-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:06	14661/14661	---M--	200	added ('OK')	image/png	etag:%223945-62b464ca-89c99379a535f18;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small2-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small2-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:06	16905/16905	---M--	200	added ('OK')	image/png	etag:%224209-62b464cc-81ce509f2da8692d;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small3-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small3-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:07	15668/15668	---M--	200	added ('OK')	image/png	etag:%223d34-62b464cd-f2c9ea888342aa87;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small4-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small4-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:07	13275/13275	---M--	200	added ('OK')	image/png	etag:%2233db-62b464cd-9df14d12f130fb21;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small5-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small5-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:08	40802/40802	---M--	200	added ('OK')	image/png	etag:%229f62-62b464cf-fe2fd872c5980558;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small6-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small6-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:08	10386/10386	---M--	200	added ('OK')	image/png	etag:%222892-62b464ab-28c4200ab8b323be;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review1.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:08	47501/47501	---M--	200	added ('OK')	image/png	etag:%22b98d-62b464cf-ff18a034c64884f6;;;%22	https://andit.co/projects/html/and-tour/assets/img/tour/small7-img.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/tour/small7-img.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:08	8281/8281	---M--	200	added ('OK')	image/png	etag:%222059-62b464a8-34cd338cc22fe096;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review-small1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review-small1.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:09	9326/9326	---M--	200	added ('OK')	image/png	etag:%22246e-62b464a8-aac7d783a0e0a688;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review-small2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review-small2.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:10	6790/6790	---M--	200	added ('OK')	image/png	etag:%221a86-62b464aa-5cdcc2e66ee7e1ad;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review-small3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review-small3.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:12	9599/9599	---M--	200	added ('OK')	image/png	etag:%22257f-62b464aa-973a7847f684e17e;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review-small4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review-small4.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:12	7321/7321	---M--	200	added ('OK')	image/png	etag:%221c99-62b464ab-a9d7178beda2c437;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review-small5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review-small5.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:16	14094/14094	---M--	200	added ('OK')	image/png	etag:%22370e-62b464ad-ba89b30b03d1c526;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review2.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:17	12049/12049	---M--	200	added ('OK')	image/png	etag:%222f11-62b464ad-727554c4209a3e0e;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review3.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:18	14235/14235	---M--	200	added ('OK')	image/png	etag:%22379b-62b464ae-b259b0dd557d700a;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review4.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:19	12015/12015	---M--	200	added ('OK')	image/png	etag:%222eef-62b464ae-943908679fdba755;;;%22	https://andit.co/projects/html/and-tour/assets/img/review/review5.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/review/review5.png	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:19	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:%22a76f-62b463fa-f445d3fe17508408;gz%22	https://andit.co/projects/html/and-tour/assets/js/slick.min.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/slick.min.js	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:19	295/295	---M-Z	200	added ('OK')	application/javascript	etag:%22127-62b463fa-c5f93a585c675837;gz%22	https://andit.co/projects/html/and-tour/assets/js/slick-slider.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/slick-slider.js	(from https://andit.co/projects/html/and-tour/tour-details.html)
11:52:20	278/278	---M-Z	200	added ('OK')	application/javascript	etag:%22116-62b463f8-f1e10b59ae7ee1b4;gz%22	https://andit.co/projects/html/and-tour/assets/js/payment-form.js	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/js/payment-form.js	(from https://andit.co/projects/html/and-tour/tour-booking-submission.html)
11:52:21	77838/77838	---M--	200	added ('OK')	image/png	etag:%221300e-62b4644a-b05ac54a2fa688b3;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/main-page1.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/main-page1.png	(from https://andit.co/projects/html/and-tour/top-destinations.html)
11:52:22	78090/78090	---M--	200	added ('OK')	image/png	etag:%221310a-62b4644c-f436fc76d953339d;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/main-page2.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/main-page2.png	(from https://andit.co/projects/html/and-tour/top-destinations.html)
11:52:22	78699/78699	---M--	200	added ('OK')	image/png	etag:%221336b-62b4644e-9791c09ca3b95292;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/main-page3.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/main-page3.png	(from https://andit.co/projects/html/and-tour/top-destinations.html)
11:52:23	83889/83889	---M--	200	added ('OK')	image/png	etag:%22147b1-62b4644f-8cdab46fda9d5ec0;;;%22	https://andit.co/projects/html/and-tour/assets/img/destination/main-page4.png	E:/hawkscodework/andtourwebsite/andit.co/projects/html/and-tour/assets/img/destination/main-page4.png	(from https://andit.co/projects/html/and-tour/top-destinations.html)
